,x0,k
0,1.8239456115366295,0.08372492660794342
1,2.2918598553501175,0.8905747884727581
2,2.906093954770399,0.1994077578490146
3,3.533143386955464,0.25974744206821987
4,2.8494607609439653,0.19842855370931295
5,2.043329823298681,0.12996258015457213
6,1.0,-0.019740912929600913
7,2.715581324589366,0.8629476579551983
8,1.9877128896800407,0.06278004668762795
9,2.1936191860531573,1.6054680733338054
10,5.982039626289694,0.13163450344065464
11,1.3088756145747942,1.0725363464079993
12,4.282730973161091,0.19935758489704
13,1.0,-0.057471897522492196
14,1.0,0.10889814934128832
15,1.0,1.9990943257018083
16,1.0,0.8489429309811535
17,1.0,0.9050439689506534
18,6.195662891644878,0.09341316468442498
19,1.2300785379929782,-0.272263657015488
20,1.0,1.4751998370601827
21,1.0,-0.06003622609143769
22,4.511883515248903,-0.12707176964169492
23,1.5992803719699646,-0.0766001019575856
24,1.0,-0.02528547900316883
25,1.0,0.5310398581842128
26,1.4639514646079226,0.27199318146949314
27,1.084961140684014,2.9555683825859256
28,1.0,-0.13996879338934204
29,1.0,-0.26655197454744106
30,1.0,0.5974745480230996
31,5.35602202935074,0.11053843296175106
32,1.056734448814197,0.1420744094237474
33,1.0,0.30574593948516193
34,3.111031862540425,-0.0892231444941171
35,1.0,0.17168792471875519
36,1.0,-0.032415249860248636
37,1.0,0.16649787228115642
38,1.3805239042881507,1.357162115709512
39,5.46215999125464,0.14050760234861268
40,1.0,1.542197631821439
41,1.0,0.6428201471278472
42,1.0,0.11496179044656812
43,1.0,2.213240979107173
44,5.7468725503247775,0.07476750466494744
45,2.533515783920186,0.3570817430647942
46,2.1026514077777803,-0.09185625032650344
47,1.0,2.3226306153743215
48,1.6448391256217831,0.11289097912693533
