,w,b
0,0.02008928571428592,0.4642857142857136
1,0.10788690476190477,0.28794642857142844
2,0.04761904761904756,0.3638392857142856
3,0.061011904761904656,0.2879464285714289
4,0.04761904761904767,0.36383928571428403
5,0.03124999999999989,0.437499999999999
6,0.04092261904761907,0.2299107142857129
7,0.11607142857142849,0.1964285714285715
8,0.015625,0.4687499999999998
9,0.11532738095238093,0.27008928571428553
10,0.03273809523809512,0.30580357142857045
11,0.07068452380952372,0.5491071428571432
12,0.04836309523809523,0.2901785714285702
13,0.03720238095238093,0.20758928571428537
14,0.023809523809523836,0.4866071428571425
15,0.024553571428571286,0.7879464285714284
16,0.044642857142857095,0.6897321428571426
17,0.01041666666666663,0.8281249999999998
18,0.023065476190476164,0.3571428571428571
19,-0.055803571428571445,0.5558035714285715
20,0.034226190476190355,0.7366071428571428
21,0.0029761904761903546,0.4084821428571432
22,-0.031250000000000014,0.640625
23,-0.018601190476190476,0.5290178571428572
24,0.03645833333333326,0.24999999999999906
25,0.014880952380952217,0.7611607142857142
26,0.055803571428571286,0.4285714285714283
27,0.043154761904761973,0.6964285714285714
28,-0.014880952380952389,0.42633928571428575
29,-0.005208333333333328,0.28124999999999994
30,0.03571428571428581,0.6986607142857133
31,0.027529761904761862,0.3526785714285701
32,0.033482142857142794,0.46651785714285604
33,0.04315476190476175,0.5558035714285714
34,-0.022321428571428575,0.5691964285714286
35,0.03645833333333326,0.48437499999999967
36,0.0200892857142857,0.3392857142857142
37,0.038690476190476164,0.46651785714285815
38,0.07291666666666674,0.5312499999999991
39,0.034226190476190355,0.3147321428571423
40,0.03199404761904745,0.7857142857142859
41,0.05431547619047605,0.5915178571428562
42,0.007440476190476164,0.5915178571428555
43,0.03869047619047605,0.6852678571428569
44,0.018601190476190355,0.392857142857143
45,0.06994047619047605,0.32589285714285665
46,-0.023065476190476195,0.5491071428571429
47,0.024553571428571286,0.7879464285714284
48,0.0267857142857143,0.45758928571428553
