,x0,x1
0,0.0,128.0
1,0.0,62.43867925222438
2,0.0,126.32625954577574
3,0.0,123.39805818601447
4,0.0,128.0
5,0.0,128.0
6,64.51162782854507,128.0
7,0.0,77.30107515397788
8,76.28697722745456,128.0
9,0.0,52.880359319150266
10,91.34905662030813,128.0
11,0.0,43.000000023032435
12,0.0,128.0
13,82.57983181883213,128.0
14,0.0,128.0
15,0.0,27.893129791538268
16,0.0,8.399999991237564
17,0.0,20.781249969353137
18,0.0,128.0
19,110.99999988592596,128.0
20,0.0,19.558823557456797
21,0.0,128.0
22,80.63753229083142,128.0
23,0.0,128.0
24,0.0,128.0
25,5.401082076693276,6.53025726535341
26,0.0,76.83823390552845
27,4.294117643457924,23.70588234759503
28,92.52054794150077,128.0
29,78.17942603107875,128.0
30,0.0,44.76340688692444
31,0.0,128.0
32,0.0,126.23059310015675
33,0.0,110.13654394734812
34,78.17942568871298,128.0
35,0.0,128.0
36,24.829938731490454,128.0
37,0.0,122.32052919628867
38,0.0,38.079166670667384
39,0.0,128.0
40,0.0,18.634615417390297
41,0.0,42.40893470281629
42,0.0,128.0
43,0.0,29.768211585352166
44,9.514927608558,128.0
45,0.0,80.56657216044954
46,50.31925449814411,128.0
47,0.0,19.000000011094706
48,0.0,128.0
