,w,b
0,0.0017742673992674485,0.4020718864468762
1,0.0072687728937730345,0.30042353479852446
2,0.0038232600732600597,0.3490613553113425
3,0.005254120879120916,0.24186126373625383
4,0.0019116300366299743,0.4870306776556689
5,0.002575549450549386,0.38203983516482587
6,0.0009615384615384581,0.28221153846153035
7,0.007085622710622741,0.2496451465201297
8,-0.0014079670329670338,0.6682348901098901
9,0.006856684981684902,0.3580471611721455
10,0.0013163919413919922,0.30637591575090983
11,0.004097985347985333,0.6127289377289264
12,0.001224816849817012,0.4372367216117142
13,0.0014880952380948997,0.21726190476188273
14,0.002335164835164938,0.4442994505494412
15,0.0020146520146520075,0.7460622710622675
16,0.002346611721611769,0.7716918498168417
17,-0.00010302197802197882,0.8347184065934067
18,0.002552655677655835,0.2897550366300296
19,-0.0018315018315018304,0.3672161172161171
20,0.0021291208791209826,0.7387362637362567
21,0.0008356227106228742,0.3996451465201429
22,-0.00115613553113553,0.5896176739926738
23,0.0013850732600730886,0.3332303113552999
24,0.0005837912087912622,0.4470123626373571
25,0.0011904761904761862,0.7363095238095159
26,0.006467490842490875,0.2579555860805727
27,0.0036973443223444757,0.6227449633699539
28,-0.0003891941391941384,0.3999084249084248
29,-0.001167582417582417,0.3247252747252747
30,0.002701465201465192,0.7021062271062148
31,0.0016025641025638748,0.33493589743588126
32,0.0023809523809525945,0.4726190476190413
33,0.0038118131868132288,0.4279189560439468
34,-0.0022321428571428583,0.5959821428571429
35,0.0026098901098898786,0.4267170329670214
36,0.0009615384615384581,0.3759615384615289
37,0.002575549450549386,0.475789835164824
38,0.005288461538461742,0.5052884615384511
39,0.004532967032966906,0.17864010989009999
40,0.0018887362637365346,0.800995879120872
41,0.0022435897435900687,0.731410256410252
42,0.001110347985347926,0.5070627289377193
43,0.0025412087912090042,0.6498626373626297
44,0.0027701465201463993,0.22896062271061002
45,0.004716117216117532,0.38566849816849125
46,-0.0005952380952380941,0.475595238095238
47,0.0018658424908426507,0.7712110805860692
48,0.002564102564102555,0.39839743589742904
