,x0,x1
0,0.0,91.90226631583897
1,0.0,57.538052990348724
2,0.0,73.31704400905771
3,0.0,80.94876520297282
4,0.0,119.94168440568734
5,0.0,24.9999999580881
6,0.0,128.0
7,0.0,77.22558580258922
8,0.0,128.0
9,0.0,48.87002593192243
10,77.6980676380075,128.0
11,0.0,37.764462808984526
12,0.0,128.0
13,0.0,128.0
14,0.0,118.28034546135976
15,0.0,21.864197507556156
16,0.0,52.17371772013577
17,0.0,23.469387755941902
18,0.0,128.0
19,77.33090022902488,128.0
20,5.050688685604562,6.47170553430638
21,0.0,114.679515131037
22,0.0,128.0
23,0.0,53.0000000344986
24,81.9346601134226,128.0
25,0.0,10.999999880702582
26,0.0,57.53805309393118
27,0.0,16.999999965666383
28,0.0,128.0
29,0.0,128.0
30,0.0,29.966666541908328
31,81.53868202336159,128.0
32,0.0,39.33579334289881
33,0.0,63.2127351457846
34,27.30513595344274,128.0
35,0.0,128.0
36,0.0,109.53827159476334
37,0.0,47.607235163400404
38,0.0,37.30204082804681
39,0.0,128.0
40,3.599999937703945,20.40000005074361
41,0.0,14.218750005859613
42,0.0,128.0
43,0.0,13.38235290841398
44,0.0,128.0
45,0.0,101.63850567008305
46,0.0,117.1668805455518
47,0.9999983772479268,23.00000093231336
48,0.0,0.18580063915919887
