,w,b
0,0.003559981684981617,0.38153617216116176
1,0.007097069597069683,0.32703754578753363
2,0.0019345238095239692,0.6418154761904674
3,0.006948260073259993,0.1959363553113509
4,0.0024038461538462563,0.4711538461538388
5,0.0009958791208790618,0.7331387362637249
6,0.0009386446886445743,0.5649267399267314
7,0.006364468864468731,0.3114239926739744
8,0.00040064102564107973,0.5524839743589656
9,0.00578067765567758,0.45816163003662513
10,0.0016369047619049226,0.2546130952380823
11,0.002300824175824334,0.7746222527472468
12,0.0015224358974359475,0.41818910256409325
13,0.002174908424908417,0.36080586080584975
14,0.0027701465201468434,0.47896062271061535
15,0.0019230769230769162,0.7831730769230658
16,0.005460164835164871,0.47867445054943936
17,0.0029990842490844605,0.714308608058598
18,0.002071886446886495,0.3205242673992613
19,0.0004235347985350746,0.426018772893761
20,0.0016597985347984734,0.7843978937728887
21,0.0021062271062270987,0.552701465201455
22,-0.0010187728937728947,0.6745764652014653
23,0.0048191391941392325,0.425950091575081
24,0.00043498168498168344,0.4721611721611659
25,0.0011332417582418097,0.8180975274725177
26,0.005391483516483553,0.4518200549450424
27,0.002094780219780379,0.7878090659340591
28,-0.001373626373626375,0.5879120879120879
29,0.002804487179487225,0.27363782051281293
30,0.0025984432234433807,0.7243246336996283
31,0.0006524725274726917,0.4738667582417479
32,0.003067765567765668,0.6161630036629934
33,0.00267857142857153,0.5785714285714162
34,0.0006295787545786968,0.3503319597069469
35,0.00017170329670346263,0.6296359890109815
36,0.004807692307692402,0.2860576923076839
37,0.0027472527472526265,0.5741758241758096
38,0.003067765567765557,0.7099130036629936
39,0.0026327838827838734,0.3627518315018181
40,0.003937728937728924,0.6229853479853336
41,0.002071886446886273,0.7892742673992539
42,0.0027243589743589647,0.4193910256410108
43,-0.0003205128205128182,0.8330128205128203
44,0.0010302197802198876,0.4653159340659273
45,0.002804487179487447,0.4923878205128137
46,0.0015567765567767733,0.5878663003662914
47,0.0038690476190477163,0.658630952380945
48,0.00011446886446875304,0.8364239926739866
