,x0,k
0,35.90709399958864,0.01905359703360398
1,27.160273670649968,0.07518804378016078
2,2.0026005781484546,9.578061065573646
3,39.56980401860422,0.04869058901725209
4,2.0025405508935483,9.58356735039012
5,2.0054852058636454,10.237066046139047
6,2.006148543204799,9.235141068761312
7,31.43642956034579,0.04430934506231453
8,1.0,0.004228704859333726
9,20.725191063843063,0.07100561436020739
10,1.0,-0.0049681289838770185
11,1.0,5.058122215606623
12,53.925607476641915,0.0061498059061032475
13,64.06079821832246,0.009160485031066866
14,13.278306346105172,0.0141262712211782
15,3.5624545164436117,0.10566319414001886
16,17.727676220210206,0.05459531818582354
17,2.002710889265382,10.543366518197612
18,1.0,-9.37489437882662e-05
19,1.0,-0.0017867685932168318
20,6.017547804689076,10.316818760880356
21,1.0,0.011014248218972634
22,1.0,0.004226901895306098
23,21.932020945103254,0.03665188131749292
24,2.005831339338588,9.142500891855784
25,1.0,0.14790010604931247
26,19.100752110956005,0.04668511960390556
27,7.619248323306736,0.21091282456920035
28,63.96954165153525,-0.005415799719346832
29,80.98821035935201,0.011543486202484144
30,1.0,0.05173824859577977
31,39.91540822249062,0.0026164425771924224
32,1.0,4.497863942945314
33,1.0,4.565381011454422
34,2.0030968847618618,9.536732797270684
35,2.003029665409822,9.543164853169948
36,42.60892391710012,0.026351961749426306
37,2.006126141083954,9.222937925981874
38,1.0,5.013600134873315
39,2.0061266265473363,9.223207292360488
40,10.000200673899952,9.622139863363707
41,2.005273691499016,10.156665247128988
42,29.73175409439528,0.01136433900777188
43,3.999284288592876,10.104603529726704
44,33.85952809508644,0.004243654902296652
45,6.896825213579343,0.013335095190589265
46,1.0,0.01172442318506363
47,13.324371070625839,0.3006956012873242
48,1.0,4.5656401967182125
