,w,b
0,0.029017857142856984,0.8147321428571428
1,0.06175595238095244,0.6049107142857134
2,0.007440476190476053,0.8883928571428568
3,0.015624999999999889,0.9062499999999993
4,0.07440476190476186,0.4933035714285705
5,0.01636904761904756,0.7075892857142857
6,0.03497023809523814,0.7879464285714284
7,0.09821428571428548,0.35491071428571447
8,0.010416666666666519,0.9374999999999992
9,0.04389880952380942,0.7165178571428565
10,-0.008184523809523812,0.5758928571428571
11,0.015624999999999889,0.9062499999999993
12,0.07738095238095244,0.40178571428571247
13,0.039434523809523614,0.7209821428571426
14,0.024553571428571508,0.8348214285714273
15,0.02157738095238071,0.8482142857142849
16,0.024553571428571286,0.8348214285714293
17,0.023065476190476053,0.8571428571428572
18,0.04241071428571419,0.4732142857142845
19,0.024553571428571175,0.8504464285714284
20,0.008928571428571397,0.944196428571428
21,-0.005208333333333339,0.84375
22,0.025297619047618958,0.6517857142857137
23,0.023809523809523725,0.830357142857143
24,0.03869047619047605,0.5446428571428568
25,0.023065476190476164,0.8415178571428577
26,0.029017857142856984,0.7834821428571426
27,0.02604166666666652,0.8437499999999997
28,0.045386904761904656,0.5848214285714286
29,0.024553571428571286,0.6785714285714285
30,0.025297619047618958,0.8236607142857144
31,0.008184523809523725,0.9397321428571428
32,0.028273809523809312,0.8102678571428573
33,0.005208333333333259,0.9687499999999991
34,0.02083333333333315,0.8749999999999996
35,0.03199404761904767,0.7857142857142847
36,0.03497023809523814,0.7879464285714284
37,0.04166666666666674,0.7499999999999987
38,0.034226190476190355,0.7834821428571429
39,0.03645833333333315,0.48437499999999956
40,0.03348214285714268,0.7946428571428568
41,0.04613095238095233,0.6830357142857129
42,0.02083333333333315,0.8749999999999996
43,0.008928571428571397,0.897321428571428
44,0.05208333333333326,0.6718749999999991
45,0.03571428571428559,0.7455357142857137
46,0.02604166666666652,0.8437499999999997
47,0.03125,0.8124999999999993
48,0.06547619047619024,0.5334821428571428
