,x0,x1
0,0.0,16.99999997901696
1,0.0,35.15837107135646
2,1.0399513826916633,2.9124483894100273
3,0.0,8.399999976344548
4,0.0,41.69256760986868
5,0.0,92.3601422694019
6,0.0,17.618181823323706
7,0.0,59.29159685606396
8,3.280742372254637,4.767820206953844
9,0.0,31.35632193538617
10,0.0,128.0
11,2.085741042399122,1.7280737938507982
12,0.0,63.48837201266933
13,0.0,29.76821187339679
14,0.0,17.30357140222547
15,0.0,15.813953479984827
16,0.0,28.771653464665263
17,0.0,23.232323248658886
18,0.0,122.9167326695969
19,0.0,1e-10
20,0.0,0.610398548982259
21,0.0,100.33112587925869
22,0.0,37.60905359573051
23,1.642220890782392,2.8173255151069387
24,0.0,100.75574371805045
25,1.5894086524008018,2.8946035175443274
26,0.0,11.000000008787815
27,0.0,11.916666692977083
28,0.0,76.35699361201289
29,0.0,15.111111129041529
30,0.0,11.439999995437738
31,1.78817454366254,2.3802593047812675
32,0.0,16.190476222566197
33,0.0,0.32492257360494525
34,0.999998770802038,11.000000819411204
35,0.0,19.850745909515386
36,0.0,23.9583328174581
37,4.999999905626619,15.000000029801932
38,0.0,11.00000000814063
39,0.0,111.22850362564984
40,0.0,16.999999982996744
41,4.9999999357466,15.000000057956463
42,0.0,9.705882321296517
43,0.0,13.38235294928292
44,0.0,38.889361742117764
45,0.0,24.21052624371064
46,0.0,16.190476196715075
47,0.0,12.434782608693308
48,0.0,39.047617129347024
