,sigmoid,linear,relu,linear_step
0,7.491478383201636,3.4653331596503367,3.4653331596503825,8.80011102775135
1,3.5673075996650674,7.362483306023243,7.362483306023271,14.351252160757236
2,15.811234778001236,1.525848137587286,1.5258481375868993,9.932590045910635
3,6.723197326138422,4.69649339561091,4.69649339561104,10.463526707984379
4,11.499478072076998,2.322172083463355,2.3221720834633497,6.498755784630354
5,6.1547605237954635,1.0746092505197202,1.0746092505197558,7.139552365607283
6,12.664019827831181,3.579636409937171,3.5796364099367763,9.978801668745687
7,2.22127550046192,5.699083762512484,5.699083762512653,11.168899614413379
8,7.9034066955757964,3.713389557427494,3.7201040791948734,10.592851476986333
9,9.778764693645071,7.416024827948029,7.416024827948093,15.528087091435646
10,0.7079636080386501,0.7352562213177692,0.7342820563284155,6.063402443836128
11,20.959561671611894,8.178231060590376,8.178231060590358,18.23995924295939
12,1.0159276945573428,1.5618791747590939,1.5618791747591363,4.81259911041203
13,7.292349060643673,2.1527344756158096,2.1527344756156572,9.733330305124438
14,12.038736440725387,3.4662806243874935,3.4662806243875175,7.893965276052128
15,10.506706844870203,5.291097696764418,5.29109769676477,18.897783655987883
16,7.5710914522821255,7.326119000600767,7.326119000600845,16.825485142014173
17,21.575956011272467,6.045787048912195,6.046306036843876,19.117302239787467
18,5.373957101031926,0.7896585518496191,0.7896585518496172,1.5526503953514146
19,7.79468142333513,3.4256587764380235,3.3912512542391986,13.234457633983666
20,16.613191111744946,4.955504825658302,4.955504825658323,20.69273398057266
21,7.217710602983124,0.9578240875698775,0.9578240875699171,2.7950263064849263
22,9.808177187135827,0.903217789054677,0.8977428720135183,7.274553057084037
23,7.865865240819825,2.621708907322811,2.6217089073229913,11.350369932540376
24,9.204252140778232,0.8344717764705201,0.8344717764705146,5.061530954570231
25,16.076440787370235,2.1144302499586334,2.114430249958601,19.323700438768054
26,8.111445255992374,3.8358584076764455,3.83585840767658,12.757421759412983
27,15.014112815473597,7.570205184325555,7.570205184325492,20.131497177790923
28,6.950056033345876,0.9460433338357203,0.9488516029377937,7.18785369344605
29,2.438724242555667,1.0597226852613189,1.05906573924633,9.83077467438077
30,14.574832382193478,5.569236015163256,5.5692360151634945,16.55131867054074
31,7.880951291648453,1.6567757391028746,1.6567757391024502,10.318129785899526
32,17.696755390129002,2.4632441568001817,2.4632441568004717,11.8997827422698
33,14.09623759220606,8.392637306444676,8.392641677790204,12.750830756235365
34,13.5694916285972,3.6030496912446606,3.5935032092944907,10.427581119194025
35,6.335737829706608,3.1386585519539936,3.138658551954073,7.395603582158967
36,5.160129167641598,3.4431495848848725,3.443149584884962,9.248920478212879
37,11.575925812323732,3.708219804879752,3.7082198048861845,11.909985513874032
38,11.025490582353635,7.6403521319053835,7.640352131905498,17.82145572371849
39,9.208462154428329,0.8090402832606228,0.8090402832601634,2.230427513429729
40,16.12581152092241,7.529168544629712,7.52916854462963,19.6553219644682
41,18.193207073846988,5.639716657010599,5.639716657010594,17.623157875394696
42,7.947761289504199,3.710705832440871,3.710705832440947,7.960272715508417
43,12.468527222370517,1.9033251507685554,1.9043175947764348,19.351544896137913
44,1.4895904990077249,3.0197670867740967,3.019767086774092,6.374477810115773
45,3.2139852110852534,2.8442011412419377,2.844201141241937,10.10351029409797
46,7.751765807447168,3.6288043344813024,3.626049876122343,9.50615684138459
47,13.053792547264583,7.048257683058114,7.048257683058125,19.354502112271668
48,7.4424871272657604,3.0335419087277615,3.033541908727815,11.590926076151277
