,w,b
0,0.0026981093206374096,0.47440944881890373
1,0.006151574803149873,0.4000984251968617
2,0.00246349111884292,0.5364173228346523
3,0.0051215436733201836,0.3571604330708752
4,0.0018769456143569174,0.5039370078740251
5,0.0006781038271383988,0.7140748031496162
6,0.0029956738692551443,0.43959153543307455
7,0.006806789049625062,0.28752460629922194
8,0.0010357535249958527,0.4956938976378039
9,0.005029985350668564,0.5193159448818991
10,-0.00023175700421168167,0.4133858267716535
11,0.0022889580662885933,0.7742372047244158
12,0.0024291567478486042,0.41363188976378684
13,0.00019742263321786968,0.5419537401574875
14,0.002872642373192069,0.4709645669291437
15,0.001195980589635881,0.8447342519685126
16,0.005296076725874843,0.4630905511811111
17,0.0021172862113171265,0.8009350393700868
18,0.0020915354330712788,0.32603346456693816
19,-0.0015250183116645303,0.5593011811023623
20,0.0010786714887386362,0.8444881889763878
21,0.0011130058597329517,0.5766486220472523
22,-0.00019170023805163813,0.6139271653543307
23,0.0037310016480502917,0.5249753937007949
24,0.0012760941219558397,0.402066929133865
25,0.0003175929316975301,0.8154527559055165
26,0.004735281999634244,0.4680118110236313
27,0.0019541979490937944,0.8036417322834719
28,0.0004635140084238154,0.5169783464567007
29,0.001227453763047448,0.39739173228347424
30,0.0018139992675336725,0.7579970472441022
31,0.0005264603552465053,0.48166830708662367
32,0.003642304522981532,0.5697588582677225
33,0.003098676982238091,0.5891978346456797
34,0.0003404825123605182,0.4389763779527637
35,0.002772500457791871,0.45398622047244597
36,0.0038168375755358586,0.4256889763779587
37,0.0028411691997806132,0.5589320866141831
38,0.004002815418421846,0.6246309055118178
39,0.0017424693279622927,0.4422982283464641
40,0.0022574848928770264,0.784079724409458
41,0.0017825260941222165,0.7834645669291391
42,0.0006351858633951712,0.5684055118110323
43,0.0004320408350120264,0.8549458661417373
44,0.0006866874198867556,0.48695866141733146
45,0.002912699139352215,0.5308809055118212
46,0.0017424693279622927,0.5985482283464668
47,0.004031427394250442,0.638410433070873
48,0.0016680781908079423,0.7127214566929205
