,x0,x1
0,0.0,81.20657066786517
1,0.0,60.10586313488561
2,0.0,88.05030489857053
3,0.0,80.724233992896
4,0.0,119.67599411571885
5,0.0,25.228310507638415
6,0.0,116.44851964183734
7,0.0,76.252427195173
8,0.0,128.0
9,0.0,49.66216158326977
10,80.43675114511801,128.0
11,0.0,32.40793114036179
12,0.0,128.0
13,0.0,128.0
14,0.0,118.39039491904906
15,0.0,12.745098052541245
16,0.0,55.59024353457852
17,0.0,20.49999999171532
18,0.0,128.0
19,88.80152664758491,128.0
20,0.0,10.13157892882647
21,0.0,127.46863462814358
22,0.0,128.0
23,0.0,44.771341496018984
24,81.9684065810153,128.0
25,0.0,16.260869274930773
26,0.0,60.799011297235715
27,0.0,17.330097079757454
28,0.0,128.0
29,0.0,128.0
30,0.0,14.097222235715105
31,0.0,128.0
32,0.0,69.19913416866069
33,0.0,58.126306638059965
34,0.0,128.0
35,0.0,117.39795914836454
36,0.0,84.42905121957418
37,0.0,52.59541905939567
38,0.0,31.092537302040977
39,0.0,128.0
40,0.0,19.000000019099772
41,0.0,13.209677373008981
42,0.0,128.0
43,3.08014535649656,3.919757726157434
44,0.0,128.0
45,0.0,73.93798875863764
46,0.0,85.03469390264601
47,0.5208339406266265,24.479166347203805
48,0.0,22.323529410699535
