,w,b
0,0.04687499999999989,0.43749999999999967
1,0.09970238095238093,0.3482142857142857
2,0.04092261904761896,0.5111607142857134
3,0.0803571428571428,0.32589285714285543
4,0.03273809523809512,0.4776785714285712
5,0.008184523809523725,0.7209821428571421
6,0.04985119047619058,0.4084821428571425
7,0.10788690476190477,0.24107142857142883
8,0.017857142857142683,0.48214285714285704
9,0.07886904761904756,0.4888392857142859
10,-0.0052083333333333365,0.421875
11,0.038690476190476164,0.7477678571428572
12,0.039434523809523836,0.3928571428571424
13,-0.000744047619047619,0.5580357142857143
14,0.043154761904761973,0.46205357142857095
15,0.017857142857142683,0.8415178571428559
16,0.08556547619047605,0.4196428571428571
17,0.03273809523809512,0.7901785714285718
18,0.03645833333333326,0.29687500000000033
19,-0.026041666666666678,0.578125
20,0.015625,0.8437499999999993
21,0.017113095238095233,0.5714285714285714
22,-0.00669642857142857,0.6316964285714286
23,0.05803571428571419,0.5044642857142843
24,0.016369047619047672,0.41071428571428464
25,0.0037202380952380265,0.8191964285714286
26,0.07514880952380942,0.4352678571428569
27,0.030505952380952217,0.7924107142857131
28,0.007440476190476053,0.5133928571428567
29,0.018601190476190355,0.3928571428571428
30,0.028273809523809534,0.7477678571428564
31,0.007440476190476164,0.48214285714285615
32,0.06175595238095222,0.5267857142857149
33,0.05133928571428559,0.5580357142857139
34,0.0037202380952379155,0.44419642857142705
35,0.045386904761904656,0.4285714285714286
36,0.05952380952380942,0.4040178571428565
37,0.045386904761904656,0.5379464285714278
38,0.06175595238095244,0.6049107142857134
39,0.03199404761904745,0.41071428571428553
40,0.03348214285714268,0.7790178571428567
41,0.027529761904761862,0.7745535714285712
42,0.008928571428571508,0.569196428571427
43,0.006696428571428492,0.852678571428571
44,0.010416666666666408,0.484375
45,0.04613095238095222,0.5111607142857141
46,0.027529761904761862,0.5870535714285706
47,0.06622023809523803,0.6004464285714282
48,0.024553571428571286,0.7098214285714274
