,x0,k
0,1.6832277645616625,0.23942150483389762
1,1.9662732558083795,0.887353004842842
2,1.0,0.236602334516815
3,2.2198856676106447,0.42646458831045553
4,1.0,0.14311595635882504
5,1.0,0.2852677801792277
6,1.7555380713942443,0.20089541686425635
7,2.48530517608447,0.733393452149076
8,1.0204346410441227,0.0728743072988388
9,1.3593878837210331,0.7684529766789493
10,1.0,-0.0903105953475667
11,1.0,1.181974319576205
12,2.7058253398070895,0.16029308843604936
13,1.0,0.04310939954558328
14,1.1150620023038835,0.2035281898544512
15,1.0,2.718811579677128
16,1.7064705123136703,0.7807538767513961
17,1.0,1.5871191699523322
18,5.549272414082453,0.14478588381184238
19,3.0288832255540608,-0.10501312005770302
20,1.0,9.2610037207249
21,1.0,0.14639562208042303
22,1.0,0.07545026995169914
23,1.083082655866471,0.4447858743298948
24,5.466993928072823,0.0653629278308367
25,1.0,0.6951552726276921
26,1.464442121855463,0.5311560599142837
27,1.0,9.838591087156482
28,1.0,0.046640113407819636
29,5.768505168104372,0.0743257538864256
30,1.0,1.0698188664340795
31,2.399040925805159,0.029852578631889694
32,1.0,0.4560601897817571
33,1.0,0.4169801275909846
34,1.0,-0.026806611131937778
35,1.6409871991455875,0.1993498685348454
36,1.8443969923234258,0.30917676349780254
37,1.0,0.3270680676732449
38,1.0707098944308604,1.1102104562573454
39,2.787236910527946,0.12700645530254667
40,1.0,1.958485354510696
41,1.0,2.2719773146579447
42,1.0,0.10256978134076693
43,1.0,2.464191892057244
44,1.5329541698127296,0.04244634273791804
45,1.0,0.28092751844566183
46,1.0,0.23905816778471378
47,1.288517854538955,3.807993739754138
48,1.0,0.43444594128785646
