,w,b
0,0.0010271699322470518,0.4884350393700841
1,0.006864013001282143,0.33070866141733063
2,0.0030500366233292553,0.3813976377952816
3,0.003851171946530174,0.3140994094488265
4,0.002975645486175016,0.3861958661417362
5,0.0019456143563454376,0.45263287401575547
6,0.0022632072880427456,0.26808562992126644
7,0.007479170481597075,0.23634350393701514
8,0.0008841100531039592,0.482037401574809
9,0.007201634316059691,0.3245570866141817
10,0.0022317341146315117,0.30917814960630857
11,0.004351881523530832,0.5864911417322903
12,0.0030929545870720387,0.30831692913386344
13,0.002369071598608774,0.222194881889773
14,0.0015450466947450892,0.49409448818898616
15,0.0015364631019965103,0.799335629921269
16,0.0027696392602087894,0.71198326771654
17,0.0005894067020696392,0.8369832677165454
18,0.001530740706830569,0.3622047244094605
19,-0.0034992446438381255,0.5303887795275591
20,0.0022489013001285585,0.7455708661417404
21,0.00032045412928050077,0.4012057086614237
22,-0.0016881065738875657,0.608882874015748
23,-0.001027169932246842,0.5115649606299213
24,0.002406267167185616,0.25885826771654263
25,0.000932750412012795,0.767962598425209
26,0.003556468595495632,0.45029527559055676
27,0.002849752792529081,0.706815944881896
28,-0.0008640816700238053,0.41510826771653553
29,-0.00011730910089727298,0.2653789370078742
30,0.0024434627357631244,0.7017716535433192
31,0.001771081303790778,0.3623277559055189
32,0.0020629234572426824,0.48412893700788173
33,0.002912699139352104,0.5621309055118221
34,-0.001619437831898918,0.5732037401574802
35,0.002051478666911133,0.5161171259842643
36,0.0011244506500642792,0.357160433070869
37,0.0024491851309286217,0.48265255905512444
38,0.0046637520600626425,0.5585629921259931
39,0.002105841420985466,0.33292322834646565
40,0.0020686458524084017,0.7962598425196921
41,0.0032646264420439497,0.625369094488196
42,0.0005321827504122245,0.5906742125984299
43,0.0024663523164260015,0.7002952755905597
44,0.0013247344808645645,0.39111712598426013
45,0.004068622962827728,0.3781988188976425
46,-0.0013419016663614727,0.531865157480315
47,0.0013934032228533066,0.8085629921259931
48,0.0019513367515111568,0.4522637795275663
