,x0,k
0,12.592391894810875,0.0042891509548987185
1,29.40568488562627,0.06015026435712439
2,1.0,8.194690912883509
3,49.09455972894834,0.01651873576121655
4,37.96184045955931,0.012398567854278139
5,24.73286505567607,0.008007391399461772
6,1.0,-0.0017542843909217217
7,37.18079598664975,0.06339958179871057
8,20.287881828680618,0.003566155312742541
9,28.23794995015015,0.11684709758014464
10,86.40402514500204,0.008910450389716218
11,11.889469535584238,0.06137926798395963
12,60.94508008754575,0.012780511384327698
13,1.0,-0.0036449672090348045
14,6.46699115243886,0.006685309003816098
15,1.8829620785845285,0.08450376725467341
16,4.836371238240061,0.7284113722601797
17,1.0,8.870257085811325
18,1.0,-0.00028973804807347
19,11.86296504331895,-0.01677010487005687
20,6.307442735913176,0.1945007603523168
21,1.0,-0.0034146566343305038
22,64.62413411919853,-0.006844105510168286
23,11.996670161767875,-0.00421897414185308
24,1.0,-0.0016340351004370652
25,5.491808582008877,18.587803669072755
26,16.819664269391815,0.01752917184359932
27,9.444991221691895,0.19401967510554674
28,1.0,-0.008099056076190167
29,1.0,-0.015111952761412634
30,2.501430794123385,19.84642112070842
31,77.92758751095799,0.007113153264635923
32,8.296750273033396,0.008664677300074721
33,1.0,0.018048724200516748
34,45.38686257149566,-0.006473796900110601
35,1.0,0.009060907827698006
36,1.0,-0.0021901929812824608
37,1.497585365394529,18.221636566902212
38,15.309215512006508,0.10242223803571089
39,80.1032688714952,0.00867193536858943
40,1.0,0.07610651691085886
41,1.0,0.0318939159180853
42,1.0,0.006772692356232179
43,1.0,0.04780874643083255
44,81.86196690971103,0.0053780808077715635
45,31.427688407211143,0.021034138815076417
46,23.769551933842976,-0.005424817855176523
47,1.0,0.08393300201429009
48,24.9552428308676,0.008194082164378325
